hyperlink;postcode;Province;Region;house_is;property_subtype;price;rooms_number;area;kitchen_has;furnished;open_fire;terrace;terrace_area;garden;garden_area;land_surface;land_plot_surface;facades_number;swimming_pool_has;building_state
3816754;2000;Anvers;Flandre;0;APARTMENT;1350000.0;2;2;FALSE;FALSE;TRUE;FALSE;0.0;FALSE;0.0;0.0;240.0;0.0;FALSE;AS_NEW
3880650;9450;Flandre Orientale;Flandre;0;APARTMENT;302950.0;3;142;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;142.0;0.0;FALSE;
4045224;8660;Fland Occidentale;Flandre;1;HOUSE;1450000.0;2;1;TRUE;TRUE;FALSE;TRUE;40.0;TRUE;200.0;165.0;80.0;0.0;TRUE;JUST_RENOVATED
4611027;1060;Bruxelles;Bruxelles;0;DUPLEX;895000.0;3;-1;TRUE;FALSE;FALSE;TRUE;11.0;FALSE;0.0;0.0;200.0;0.0;FALSE;AS_NEW
4724307;8670;Fland Occidentale;Flandre;1;HOUSE;209000.0;2;-1;TRUE;FALSE;FALSE;TRUE;10.0;FALSE;0.0;0.0;80.0;0.0;FALSE;AS_NEW
5321232;4920;Liege;Wallonie;1;HOUSE;80000.0;4;3;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;218.0;218.0;0.0;FALSE;TO_RESTORE
5582833;9900;Flandre Orientale;Flandre;0;APARTMENT;329950.0;3;1;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;160.0;0.0;FALSE;
5650273;3650;Limbourg;Flandre;1;APARTMENT_BLOCK;535000.0;6;-1;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;
5665553;8300;Fland Occidentale;Flandre;0;APARTMENT;995000.0;2;143;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;143.0;0.0;FALSE;AS_NEW
5669949;8300;Fland Occidentale;Flandre;0;APARTMENT;975000.0;3;132;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;132.0;0.0;FALSE;NOT_SPECIFIED
5734203;8800;Fland Occidentale;Flandre;1;HOUSE;180000.0;1;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;NOT_SPECIFIED
5750433;1180;Bruxelles;Flandre;1;VILLA;2750000.0;7;4;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;2600.0;2600.0;0.0;FALSE;AS_NEW
5788023;1332;Brabant Wallon;Wallonie;1;VILLA;1650000.0;3;-1;TRUE;FALSE;FALSE;TRUE;180.0;FALSE;0.0;7190.0;7190.0;0.0;TRUE;GOOD
5947334;8370;Fland Occidentale;Flandre;0;APARTMENT;130000.0;1;-1;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;NOT_SPECIFIED
6038710;6880;Luxembourg;Wallonie;1;APARTMENT_BLOCK;130000.0;4;133;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;195.0;195.0;0.0;FALSE;
6110968;4140;Liege;Wallonie;1;APARTMENT_BLOCK;1562000.0;11;4;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;594.0;31.0;0.0;FALSE;AS_NEW
6121266;8300;Fland Occidentale;Flandre;0;DUPLEX;760000.0;3;5;FALSE;FALSE;FALSE;TRUE;16.0;FALSE;0.0;0.0;105.0;0.0;FALSE;GOOD
6123397;1190;Bruxelles;Bruxelles;1;HOUSE;1325000.0;6;4;FALSE;;;;;;;;800.0;3.0;;
6229627;2900;Anvers;Flandre;0;APARTMENT;204000.0;2;87;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;87.0;0.0;FALSE;AS_NEW
6233919;8370;Fland Occidentale;Flandre;0;APARTMENT;329000.0;2;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;NOT_SPECIFIED
6307575;8660;Fland Occidentale;Flandre;1;HOUSE;325000.0;2;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;826.0;826.0;0.0;FALSE;GOOD
6367723;2230;Anvers;Flandre;1;MIXED_USE_BUILDING;1050000.0;0;43;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;6000.0;6000.0;0.0;FALSE;TO_RENOVATE
6381859;8620;Fland Occidentale;Flandre;0;APARTMENT;289000.0;2;72;TRUE;TRUE;FALSE;TRUE;0.0;FALSE;0.0;0.0;72.0;0.0;FALSE;AS_NEW
6445818;2870;Anvers;Flandre;1;HOUSE;299000.0;3;169;;;;;;;;;0.0;;FALSE;AS_NEW
6472703;8400;Fland Occidentale;Flandre;0;APARTMENT;229000.0;2;-1;TRUE;FALSE;FALSE;TRUE;3.0;FALSE;0.0;0.0;80.0;0.0;FALSE;GOOD
6473410;8380;Fland Occidentale;Flandre;0;APARTMENT;169000.0;1;-1;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;AS_NEW
6491771;1640;Brabant Flamand;Flandre;0;APARTMENT;179000.0;2;88;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;88.0;0.0;FALSE;GOOD
6493060;8670;Fland Occidentale;Flandre;0;APARTMENT;155000.0;1;45;TRUE;TRUE;FALSE;FALSE;0.0;FALSE;0.0;0.0;4.0;0.0;FALSE;GOOD
6532849;1150;Bruxelles;Bruxelles;1;VILLA;3800000.0;7;-1;TRUE;FALSE;FALSE;TRUE;80.0;FALSE;0.0;1367.0;1367.0;0.0;FALSE;AS_NEW
6541734;8300;Fland Occidentale;Flandre;0;APARTMENT;695000.0;3;-1;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;100.0;0.0;FALSE;GOOD
6580253;6120;Luxembourg;Wallonie;1;HOUSE;75000.0;6;3;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;185.0;185.0;0.0;FALSE;TO_RESTORE
6612391;9051;Flandre Orientale;Flandre;0;PENTHOUSE;437500.0;3;148;FALSE;FALSE;FALSE;TRUE;20.0;FALSE;0.0;0.0;148.0;0.0;FALSE;
6652705;8670;Fland Occidentale;Flandre;0;APARTMENT;249000.0;2;72;TRUE;FALSE;FALSE;TRUE;6.0;FALSE;0.0;0.0;72.0;0.0;FALSE;AS_NEW
6652707;8670;Fland Occidentale;Flandre;0;APARTMENT;219000.0;2;66;TRUE;FALSE;FALSE;TRUE;9.0;FALSE;0.0;0.0;66.0;0.0;FALSE;AS_NEW
6652708;8670;Fland Occidentale;Flandre;0;APARTMENT;419000.0;2;118;TRUE;FALSE;FALSE;TRUE;6.0;FALSE;0.0;0.0;118.0;0.0;FALSE;AS_NEW
6652709;8670;Fland Occidentale;Flandre;0;APARTMENT;199000.0;2;66;TRUE;FALSE;FALSE;TRUE;7.0;FALSE;0.0;0.0;66.0;0.0;FALSE;AS_NEW
6652710;8670;Fland Occidentale;Flandre;0;APARTMENT;399000.0;2;1;TRUE;FALSE;FALSE;TRUE;9.0;FALSE;0.0;0.0;110.0;0.0;FALSE;AS_NEW
6663505;7700;Hainaut;Wallonie;1;APARTMENT_BLOCK;139000.0;2;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;275.0;275.0;0.0;FALSE;
6713589;1650;Brabant Flamand;Flandre;1;HOUSE;990000.0;6;-1;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;600.0;600.0;0.0;FALSE;
6731709;8300;Fland Occidentale;Flandre;0;APARTMENT;489000.0;2;84;FALSE;FALSE;FALSE;TRUE;11.0;FALSE;0.0;0.0;84.0;0.0;FALSE;
6745625;4970;Liege;Wallonie;1;APARTMENT_BLOCK;305000.0;0;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;490.0;490.0;0.0;FALSE;
6745626;4970;Liege;Wallonie;1;APARTMENT_BLOCK;135000.0;0;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;189.0;189.0;0.0;FALSE;
6763920;1080;Bruxelles;Bruxelles;0;PENTHOUSE;299000.0;2;135;FALSE;FALSE;FALSE;TRUE;11.0;FALSE;0.0;0.0;135.0;0.0;FALSE;AS_NEW
6768678;1180;Bruxelles;Bruxelles;1;VILLA;2350000.0;5;5;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;1530.0;1530.0;0.0;FALSE;AS_NEW
6768699;8300;Fland Occidentale;Flandre;0;APARTMENT;489000.0;2;81;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;81.0;0.0;FALSE;GOOD
6768703;1050;Bruxelles;Flandre;1;HOUSE;2950000.0;2;7;TRUE;;FALSE;;;TRUE;165.0;;180.0;2.0;;AS_NEW
6779356;1540;Brabant Flamand;Flandre;1;BUNGALOW;325000.0;3;147;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;733.0;733.0;0.0;FALSE;TO_BE_DONE_UP
6805994;7700;Hainaut;Wallonie;1;MIXED_USE_BUILDING;219000.0;2;-1;TRUE;FALSE;FALSE;TRUE;60.0;FALSE;0.0;234.0;234.0;0.0;FALSE;GOOD
6809328;1050;Bruxelles;Bruxelles;0;APARTMENT;895000.0;2;1;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;140.0;0.0;FALSE;AS_NEW
6836380;6000;Luxembourg;Wallonie;0;APARTMENT;114000.0;2;-1;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;100.0;0.0;FALSE;GOOD
6854658;8300;Fland Occidentale;Flandre;0;APARTMENT;365000.0;2;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;
6857880;8300;Fland Occidentale;Flandre;1;VILLA;1165000.0;5;8;TRUE;;FALSE;;;;;;1778.0;4.0;FALSE;
6867354;1600;Brabant Flamand;Flandre;1;APARTMENT_BLOCK;280000.0;2;138;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;185.0;49.0;0.0;FALSE;AS_NEW
6872887;2830;Anvers;Flandre;1;APARTMENT_BLOCK;250000.0;3;134;TRUE;FALSE;FALSE;FALSE;0.0;TRUE;75.0;250.0;250.0;0.0;FALSE;
6872888;2830;Anvers;Flandre;1;HOUSE;250000.0;3;134;TRUE;FALSE;FALSE;FALSE;0.0;TRUE;75.0;250.0;250.0;0.0;FALSE;
6886618;3500;Limbourg;Flandre;1;MIXED_USE_BUILDING;695000.0;3;2;TRUE;FALSE;FALSE;TRUE;24.0;TRUE;100.0;259.0;259.0;0.0;FALSE;
6890999;2830;Anvers;Flandre;0;APARTMENT;375000.0;3;1;TRUE;FALSE;FALSE;TRUE;16.0;FALSE;0.0;0.0;180.0;0.0;FALSE;
6894882;8530;Fland Occidentale;Flandre;0;APARTMENT;725000.0;3;1;FALSE;FALSE;TRUE;FALSE;0.0;FALSE;0.0;0.0;180.0;0.0;FALSE;AS_NEW
6896271;1210;Bruxelles;Bruxelles;1;APARTMENT_BLOCK;359999.0;6;7;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;59.0;59.0;0.0;FALSE;JUST_RENOVATED
6897213;2830;Anvers;Flandre;1;HOUSE;430000.0;3;336;TRUE;FALSE;FALSE;TRUE;19.0;FALSE;0.0;266.0;266.0;0.0;FALSE;TO_BE_DONE_UP
6902655;7870;Hainaut;Wallonie;1;HOUSE;80000.0;1;2;TRUE;FALSE;FALSE;TRUE;55.0;FALSE;;;946.0;2.0;FALSE;
6902756;1370;Brabant Wallon;Wallonie;1;OTHER_PROPERTY;1500000.0;18;8;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;1800.0;1800.0;0.0;FALSE;
6903085;8300;Fland Occidentale;Flandre;0;APARTMENT;575000.0;3;6;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;106.0;0.0;FALSE;
6930884;8300;Fland Occidentale;Flandre;0;APARTMENT;395000.0;3;3;FALSE;FALSE;FALSE;TRUE;4.0;FALSE;0.0;0.0;103.0;0.0;FALSE;GOOD
6930917;8300;Fland Occidentale;Flandre;0;APARTMENT;825000.0;2;-1;FALSE;TRUE;FALSE;FALSE;0.0;FALSE;0.0;0.0;90.0;0.0;FALSE;AS_NEW
6933104;8300;Fland Occidentale;Flandre;0;APARTMENT;435000.0;2;1;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;110.0;0.0;FALSE;JUST_RENOVATED
6940402;8200;Fland Occidentale;Flandre;0;KOT;125000.0;0;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;NOT_SPECIFIED
6950842;8720;Fland Occidentale;Flandre;1;HOUSE;290000.0;3;176;;TRUE;;;;;;;390.0;;FALSE;
6950859;8480;Fland Occidentale;Flandre;1;HOUSE;290000.0;4;1;;TRUE;;;;;;;285.0;;FALSE;
6951367;8300;Fland Occidentale;Flandre;0;APARTMENT;445000.0;1;66;TRUE;TRUE;FALSE;FALSE;0.0;FALSE;0.0;0.0;66.0;0.0;FALSE;GOOD
6970787;2880;Anvers;Flandre;0;APARTMENT;347540.0;3;132;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;132.0;0.0;FALSE;
6970788;2880;Anvers;Flandre;0;APARTMENT;335046.0;3;3;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;103.0;0.0;FALSE;
6970791;2880;Anvers;Flandre;0;APARTMENT;278038.0;2;94;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;94.0;0.0;FALSE;
6974063;8380;Fland Occidentale;Flandre;1;HOUSE;426480.0;3;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;NOT_SPECIFIED
6974196;8660;Fland Occidentale;Flandre;0;APARTMENT;198000.0;1;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;NOT_SPECIFIED
6991483;7000;Hainaut;Wallonie;0;APARTMENT;129000.0;1;66;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;66.0;0.0;FALSE;NOT_SPECIFIED
7023957;9900;Flandre Orientale;Flandre;0;APARTMENT;199000.0;1;62;TRUE;FALSE;FALSE;TRUE;12.0;TRUE;5000.0;0.0;62.0;0.0;FALSE;
7024614;9900;Flandre Orientale;Flandre;0;APARTMENT;217500.0;2;77;TRUE;FALSE;FALSE;TRUE;12.0;TRUE;5000.0;0.0;77.0;0.0;FALSE;
7029637;2890;Anvers;Flandre;1;HOUSE;210000.0;3;147;TRUE;FALSE;FALSE;FALSE;0.0;TRUE;206.0;354.0;354.0;0.0;FALSE;TO_RENOVATE
7042255;2018;Anvers;Flandre;0;APARTMENT;799000.0;3;198;TRUE;FALSE;FALSE;TRUE;80.0;FALSE;0.0;0.0;198.0;0.0;FALSE;
7049488;8300;Fland Occidentale;Flandre;0;APARTMENT;995000.0;3;7;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;107.0;0.0;FALSE;
7051152;9880;Flandre Orientale;Flandre;0;SERVICE_FLAT;217000.0;1;-1;FALSE;FALSE;FALSE;TRUE;10.0;FALSE;0.0;0.0;0.0;0.0;FALSE;
7051578;8300;Fland Occidentale;Flandre;0;APARTMENT;765000.0;2;86;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;86.0;0.0;FALSE;GOOD
7056823;8300;Fland Occidentale;Flandre;0;APARTMENT;395000.0;3;3;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;103.0;0.0;FALSE;TO_BE_DONE_UP
7057016;8300;Fland Occidentale;Flandre;1;HOUSE;795000.0;3;1;;;FALSE;;;;;;0.0;2.0;;
7061145;9220;Flandre Orientale;Flandre;1;HOUSE;495000.0;3;-1;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;1174.0;1174.0;0.0;FALSE;TO_RENOVATE
7061161;8400;Fland Occidentale;Flandre;0;APARTMENT;199000.0;2;85;TRUE;FALSE;FALSE;TRUE;23.0;FALSE;0.0;0.0;85.0;0.0;FALSE;TO_BE_DONE_UP
7065708;4000;Liege;Wallonie;1;APARTMENT_BLOCK;549000.0;0;-1;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;GOOD
7066131;8450;Fland Occidentale;Flandre;1;HOUSE;180000.0;2;35;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;110.0;110.0;0.0;FALSE;AS_NEW
7085836;9700;Flandre Orientale;Flandre;0;LOFT;201298.0;2;154;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;154.0;0.0;FALSE;
7085838;9700;Flandre Orientale;Flandre;0;LOFT;319000.0;2;166;FALSE;FALSE;FALSE;TRUE;16.0;FALSE;0.0;0.0;166.0;0.0;FALSE;
7090348;9820;Flandre Orientale;Flandre;0;APARTMENT;410000.0;2;-1;FALSE;FALSE;FALSE;FALSE;0.0;TRUE;11000.0;0.0;0.0;0.0;FALSE;
7093420;1180;Bruxelles;Bruxelles;1;EXCEPTIONAL_PROPERTY;3400000.0;5;487;TRUE;;;;;;;;0.0;3.0;;AS_NEW
7110743;9100;Flandre Orientale;Flandre;0;APARTMENT;217000.0;2;82;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;82.0;0.0;FALSE;AS_NEW
7111216;4540;Liege;Wallonie;0;APARTMENT;181500.0;2;89;TRUE;FALSE;FALSE;TRUE;6.0;FALSE;0.0;0.0;89.0;0.0;FALSE;
7133988;2520;Anvers;Flandre;1;HOUSE;351700.0;3;124;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;432.0;432.0;0.0;FALSE;AS_NEW
7135672;1180;Bruxelles;Flandre;0;APARTMENT;450000.0;3;165;TRUE;FALSE;FALSE;TRUE;14.0;FALSE;0.0;0.0;165.0;0.0;FALSE;AS_NEW
7137615;4500;Liege;Wallonie;1;EXCEPTIONAL_PROPERTY;600000.0;5;-1;FALSE;FALSE;FALSE;TRUE;40.0;FALSE;0.0;500.0;500.0;0.0;FALSE;
7138087;8000;Fland Occidentale;Flandre;0;APARTMENT;110000.0;1;22;TRUE;TRUE;FALSE;FALSE;0.0;FALSE;0.0;0.0;22.0;0.0;FALSE;AS_NEW
7175724;8620;Fland Occidentale;Flandre;0;APARTMENT;495000.0;2;82;FALSE;TRUE;FALSE;TRUE;0.0;FALSE;0.0;0.0;82.0;0.0;FALSE;
7186112;8300;Fland Occidentale;Flandre;0;DUPLEX;995000.0;3;-1;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;AS_NEW
7192145;8300;Fland Occidentale;Flandre;0;APARTMENT;470000.0;2;86;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;86.0;0.0;FALSE;AS_NEW
7205086;3350;Brabant Flamand;Flandre;1;HOUSE;257839.0;3;147;;TRUE;FALSE;;;;;300.0;372.0;3.0;FALSE;
7210249;7500;Hainaut;Wallonie;1;APARTMENT_BLOCK;175000.0;3;153;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;58.0;58.0;0.0;FALSE;GOOD
7216667;8300;Fland Occidentale;Flandre;0;APARTMENT;470000.0;2;86;TRUE;FALSE;FALSE;TRUE;2.0;FALSE;0.0;0.0;86.0;0.0;TRUE;AS_NEW
7226711;3560;Limbourg;Flandre;0;APARTMENT;214000.0;1;75;TRUE;FALSE;FALSE;TRUE;8.0;TRUE;1250.0;0.0;75.0;0.0;FALSE;AS_NEW
7258893;8790;Fland Occidentale;Flandre;0;APARTMENT;416000.0;2;123;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;123.0;0.0;FALSE;AS_NEW
7262812;9900;Flandre Orientale;Flandre;0;APARTMENT;221500.0;2;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;
7264463;3800;Limbourg;Flandre;1;APARTMENT_BLOCK;315000.0;1;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;GOOD
7268934;7160;Hainaut;Wallonie;1;APARTMENT_BLOCK;899999.0;2;-1;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;1300.0;1300.0;0.0;FALSE;AS_NEW
7270596;6600;Luxembourg;Wallonie;0;APARTMENT;160000.0;1;61;FALSE;FALSE;FALSE;TRUE;4.0;FALSE;0.0;0.0;61.0;0.0;FALSE;
7270600;6600;Luxembourg;Wallonie;0;APARTMENT;330000.0;3;122;FALSE;FALSE;FALSE;TRUE;9.0;FALSE;0.0;0.0;122.0;0.0;FALSE;
7270731;6600;Luxembourg;Wallonie;0;APARTMENT;150000.0;1;51;FALSE;FALSE;FALSE;TRUE;4.0;FALSE;0.0;0.0;51.0;0.0;FALSE;
7271693;6600;Luxembourg;Wallonie;0;APARTMENT;320000.0;3;127;FALSE;FALSE;FALSE;TRUE;4.0;FALSE;0.0;0.0;127.0;0.0;FALSE;
7275101;6010;Luxembourg;Wallonie;1;APARTMENT_BLOCK;170000.0;4;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;200.0;0.0;FALSE;JUST_RENOVATED
7275103;6010;Luxembourg;Wallonie;1;APARTMENT_BLOCK;170000.0;6;-1;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;JUST_RENOVATED
7277000;6767;Luxembourg;Wallonie;1;APARTMENT_BLOCK;155000.0;4;197;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;197.0;0.0;FALSE;GOOD
7281931;1480;Brabant Wallon;Wallonie;1;APARTMENT_BLOCK;250000.0;2;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;
7288442;1000;Bruxelles;Bruxelles;1;MIXED_USE_BUILDING;6000000.0;0;-1;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;5100.0;0.0;FALSE;
7289951;7020;Hainaut;Wallonie;1;APARTMENT_BLOCK;350000.0;6;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;NOT_SPECIFIED
7290186;8300;Fland Occidentale;Flandre;0;APARTMENT;4050000.0;4;235;FALSE;FALSE;FALSE;TRUE;6.0;FALSE;0.0;0.0;235.0;0.0;FALSE;AS_NEW
7301049;8380;Fland Occidentale;Flandre;0;APARTMENT;345000.0;2;94;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;94.0;0.0;FALSE;
7301050;8380;Fland Occidentale;Flandre;0;APARTMENT;329000.0;2;92;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;92.0;0.0;FALSE;
7302887;3770;Limbourg;Flandre;1;MIXED_USE_BUILDING;290000.0;5;383;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;220.0;220.0;0.0;FALSE;GOOD
7302896;6900;Luxembourg;Wallonie;1;APARTMENT_BLOCK;250000.0;4;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;TO_BE_DONE_UP
7308919;9600;Flandre Orientale;Flandre;1;HOUSE;134000.0;3;1;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;55.0;55.0;0.0;FALSE;JUST_RENOVATED
7313354;8300;Fland Occidentale;Flandre;0;APARTMENT;447500.0;2;75;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;75.0;0.0;FALSE;
7313356;8300;Fland Occidentale;Flandre;0;DUPLEX;795000.0;3;1;FALSE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;0.0;120.0;0.0;FALSE;
7314139;8430;Fland Occidentale;Flandre;0;GROUND_FLOOR;200000.0;1;46;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;46.0;0.0;FALSE;
7314140;8434;Fland Occidentale;Flandre;0;GROUND_FLOOR;270000.0;2;58;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;58.0;0.0;FALSE;
7314141;8434;Fland Occidentale;Flandre;0;APARTMENT;378000.0;2;64;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;64.0;0.0;FALSE;
7314142;8434;Fland Occidentale;Flandre;0;APARTMENT;325000.0;2;58;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;58.0;0.0;FALSE;
7314143;8430;Fland Occidentale;Flandre;0;DUPLEX;550000.0;3;85;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;85.0;0.0;FALSE;
7314144;8430;Fland Occidentale;Flandre;0;DUPLEX;525000.0;3;87;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;87.0;0.0;FALSE;
7314202;8434;Fland Occidentale;Flandre;0;APARTMENT;139000.0;1;45;FALSE;TRUE;FALSE;FALSE;0.0;FALSE;0.0;0.0;45.0;0.0;FALSE;GOOD
7321454;8000;Fland Occidentale;Flandre;1;EXCEPTIONAL_PROPERTY;365000.0;3;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;79.0;79.0;0.0;FALSE;AS_NEW
7324064;8300;Fland Occidentale;Flandre;0;APARTMENT;899000.0;3;-1;FALSE;TRUE;FALSE;TRUE;0.0;FALSE;0.0;0.0;90.0;0.0;FALSE;AS_NEW
7324083;8310;Fland Occidentale;Flandre;1;HOUSE;250000.0;4;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;0.0;0.0;0.0;FALSE;NOT_SPECIFIED
7325212;2520;Anvers;Flandre;1;HOUSE;351700.0;3;124;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;432.0;432.0;0.0;FALSE;AS_NEW
7325303;1860;Brabant Flamand;Flandre;1;HOUSE;498000.0;3;1;TRUE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;570.0;570.0;0.0;FALSE;AS_NEW
7330172;8300;Fland Occidentale;Flandre;0;APARTMENT;899000.0;3;5;TRUE;FALSE;FALSE;TRUE;7.0;FALSE;0.0;0.0;105.0;0.0;FALSE;GOOD
7331849;7180;Hainaut;Wallonie;1;MIXED_USE_BUILDING;300000.0;5;7;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;630.0;630.0;0.0;FALSE;GOOD
7333593;7870;Hainaut;Wallonie;1;MIXED_USE_BUILDING;220000.0;4;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;200.0;200.0;0.0;FALSE;GOOD
7334136;3770;Limbourg;Flandre;1;MIXED_USE_BUILDING;299000.0;3;178;TRUE;FALSE;FALSE;TRUE;0.0;FALSE;0.0;921.0;921.0;0.0;FALSE;
7339486;1050;Bruxelles;Bruxelles;0;PENTHOUSE;2950000.0;3;462;TRUE;FALSE;FALSE;TRUE;100.0;FALSE;0.0;0.0;462.0;0.0;TRUE;AS_NEW
7341340;6990;Luxembourg;Wallonie;1;MIXED_USE_BUILDING;425000.0;5;-1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;600.0;600.0;0.0;FALSE;JUST_RENOVATED
7342973;4040;Liege;Wallonie;0;APARTMENT;155889.0;1;66;FALSE;FALSE;FALSE;FALSE;0.0;TRUE;31.0;0.0;66.0;0.0;FALSE;AS_NEW
7350107;3010;Brabant Flamand;Flandre;1;APARTMENT_BLOCK;525000.0;0;1;FALSE;FALSE;FALSE;FALSE;0.0;FALSE;0.0;66.0;66.0;0.0;FALSE;
