,hyperlink,postcode,Province,Region,house_is,property_subtype,price,rooms_number,area,kitchen_has,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,land_plot_surface,facades_number,swimming_pool_has,building_state
0,5750433,1180,Brussels,Brussels Capital,1,VILLA,2750000.0,7,4,True,False,False,True,0.0,False,0.0,2600.0,2600.0,0.0,False,AS_NEW
1,6123397,1190,Brussels,Brussels Capital,1,HOUSE,1325000.0,6,4,False,,,,,,,,800.0,3.0,,
2,6532849,1150,Brussels,Brussels Capital,1,VILLA,3800000.0,7,-1,True,False,False,True,80.0,False,0.0,1367.0,1367.0,0.0,False,AS_NEW
3,6763920,1080,Brussels,Brussels Capital,0,PENTHOUSE,299000.0,2,135,False,False,False,True,11.0,False,0.0,0.0,135.0,0.0,False,AS_NEW
4,6768678,1180,Brussels,Brussels Capital,1,VILLA,2350000.0,5,5,True,False,False,True,0.0,False,0.0,1530.0,1530.0,0.0,False,AS_NEW
5,6809328,1050,Brussels,Brussels Capital,0,APARTMENT,895000.0,2,1,True,False,False,False,0.0,False,0.0,0.0,140.0,0.0,False,AS_NEW
6,6896271,1210,Brussels,Brussels Capital,1,APARTMENT_BLOCK,359999.0,6,7,False,False,False,False,0.0,False,0.0,59.0,59.0,0.0,False,JUST_RENOVATED
7,7093420,1180,Brussels,Brussels Capital,1,EXCEPTIONAL_PROPERTY,3400000.0,5,487,True,,,,,,,,0.0,3.0,,AS_NEW
8,7288442,1000,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,6000000.0,0,-1,True,False,False,False,0.0,False,0.0,0.0,5100.0,0.0,False,
9,7339486,1050,Brussels,Brussels Capital,0,PENTHOUSE,2950000.0,3,462,True,False,False,True,100.0,False,0.0,0.0,462.0,0.0,True,AS_NEW
10,7383345,1150,Brussels,Brussels Capital,1,EXCEPTIONAL_PROPERTY,3800000.0,7,-1,True,False,False,True,2.0,False,0.0,1390.0,1390.0,0.0,True,AS_NEW
11,7386158,1160,Brussels,Brussels Capital,1,TOWN_HOUSE,410000.0,3,145,False,False,False,True,0.0,True,210.0,275.0,50.0,0.0,False,GOOD
12,7503606,1000,Brussels,Brussels Capital,0,APARTMENT,420000.0,3,5,True,False,False,True,7.0,False,0.0,0.0,5.0,0.0,False,AS_NEW
13,7531742,1050,Brussels,Brussels Capital,1,HOUSE,1050000.0,4,-1,False,False,False,True,0.0,False,0.0,280.0,280.0,0.0,False,TO_RESTORE
14,7555676,1050,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,1900000.0,0,5,False,False,False,False,0.0,False,0.0,220.0,220.0,0.0,False,GOOD
15,7593579,1180,Brussels,Brussels Capital,0,DUPLEX,1875000.0,8,4,False,False,True,True,0.0,False,0.0,0.0,490.0,0.0,False,AS_NEW
16,7653835,1190,Brussels,Brussels Capital,1,MANSION,1350000.0,5,595,True,False,False,True,35.0,True,300.0,256.0,256.0,0.0,False,TO_RENOVATE
17,7653844,1180,Brussels,Brussels Capital,0,APARTMENT,3900000.0,5,8,True,False,False,True,150.0,True,400.0,0.0,850.0,0.0,True,AS_NEW
18,7653868,1180,Brussels,Brussels Capital,1,VILLA,2350000.0,4,4,True,False,False,True,50.0,True,2500.0,3100.0,3100.0,0.0,False,GOOD
19,7685621,1180,Brussels,Brussels Capital,0,GROUND_FLOOR,690000.0,3,1,False,False,True,True,19.0,False,0.0,0.0,190.0,0.0,False,AS_NEW
20,7698119,1200,Brussels,Brussels Capital,0,APARTMENT,598000.0,3,138,True,False,False,True,12.0,False,0.0,0.0,138.0,0.0,False,GOOD
21,7701432,1070,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,5000000.0,41,49,True,False,False,True,70.0,True,198.0,1988.0,1988.0,0.0,False,AS_NEW
22,7701433,1000,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,5000000.0,41,49,True,False,False,True,70.0,True,198.0,1988.0,1988.0,0.0,False,AS_NEW
23,7734219,1180,Brussels,Brussels Capital,1,VILLA,3900000.0,6,-1,False,False,True,True,0.0,False,0.0,8123.0,8123.0,0.0,False,GOOD
24,7759215,1050,Brussels,Brussels Capital,0,APARTMENT,1537000.0,2,1,True,False,False,True,91.0,False,0.0,0.0,160.0,0.0,False,AS_NEW
25,7759216,1050,Brussels,Brussels Capital,0,APARTMENT,1839000.0,3,3,True,False,False,True,76.0,False,0.0,0.0,203.0,0.0,False,AS_NEW
26,7763092,1000,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,600000.0,5,265,False,False,False,False,0.0,False,0.0,80.0,50.0,0.0,False,GOOD
27,7770952,1160,Brussels,Brussels Capital,0,APARTMENT,730000.0,3,2,True,False,False,True,15.0,False,0.0,0.0,220.0,0.0,False,AS_NEW
28,7783221,1180,Brussels,Brussels Capital,0,APARTMENT,900000.0,4,261,True,False,True,True,22.0,True,2000.0,0.0,5.0,0.0,False,AS_NEW
29,7789528,1180,Brussels,Brussels Capital,0,APARTMENT,480000.0,3,142,True,False,False,True,38.0,False,0.0,0.0,142.0,0.0,False,AS_NEW
30,7791675,1180,Brussels,Brussels Capital,0,APARTMENT,495000.0,3,143,True,False,False,True,31.0,False,0.0,0.0,143.0,0.0,False,AS_NEW
31,7793453,1160,Brussels,Brussels Capital,0,GROUND_FLOOR,395000.0,2,75,True,True,False,True,8.0,True,50.0,0.0,75.0,0.0,False,AS_NEW
32,7794448,1180,Brussels,Brussels Capital,1,MANSION,2700000.0,0,-1,,,False,,,True,25.0,,300.0,2.0,,
33,7799663,1050,Brussels,Brussels Capital,0,APARTMENT,1125000.0,3,233,True,False,False,True,14.0,False,0.0,0.0,5.0,0.0,False,
34,7813264,1050,Brussels,Brussels Capital,0,APARTMENT,3297000.0,3,5,True,False,False,True,166.0,False,0.0,0.0,305.0,0.0,False,
35,7815341,1150,Brussels,Brussels Capital,1,APARTMENT_BLOCK,3500000.0,0,1796,False,False,False,True,172.0,False,0.0,1200.0,1200.0,0.0,False,TO_RENOVATE
36,7821430,1060,Brussels,Brussels Capital,1,APARTMENT_BLOCK,470000.0,6,-1,True,False,False,False,0.0,False,0.0,128.0,128.0,0.0,False,GOOD
37,7828308,1190,Brussels,Brussels Capital,1,HOUSE,1350000.0,6,495,True,False,False,True,15.0,True,118.0,0.0,70.0,0.0,False,TO_BE_DONE_UP
38,7829227,1120,Brussels,Brussels Capital,1,APARTMENT_BLOCK,1500000.0,28,-1,False,False,False,False,0.0,False,0.0,1200.0,1200.0,0.0,False,TO_RENOVATE
39,7831521,1000,Brussels,Brussels Capital,1,APARTMENT_BLOCK,4200000.0,0,-1,False,False,False,False,0.0,False,0.0,4000.0,4000.0,0.0,False,
40,7842864,1180,Brussels,Brussels Capital,1,VILLA,1750000.0,5,598,True,False,True,True,28.0,False,0.0,1092.0,1092.0,0.0,False,AS_NEW
41,7847514,1150,Brussels,Brussels Capital,0,APARTMENT,1235000.0,2,-1,False,False,False,False,0.0,False,0.0,0.0,0.0,0.0,False,NOT_SPECIFIED
42,7847515,1150,Brussels,Brussels Capital,0,APARTMENT,1545000.0,3,-1,False,False,False,False,0.0,False,0.0,0.0,0.0,0.0,False,NOT_SPECIFIED
43,7847516,1150,Brussels,Brussels Capital,0,PENTHOUSE,2700000.0,3,-1,False,False,False,False,0.0,False,0.0,0.0,0.0,0.0,False,NOT_SPECIFIED
44,7854733,1070,Brussels,Brussels Capital,0,GROUND_FLOOR,325000.0,3,122,True,False,False,True,38.0,True,38.0,0.0,122.0,0.0,False,AS_NEW
45,7854734,1070,Brussels,Brussels Capital,0,APARTMENT,275000.0,2,6,True,False,False,True,0.0,False,0.0,0.0,106.0,0.0,False,AS_NEW
46,7889182,1000,Brussels,Brussels Capital,0,APARTMENT,340000.0,1,81,True,False,False,True,25.0,False,0.0,0.0,1.0,0.0,False,AS_NEW
47,7889186,1000,Brussels,Brussels Capital,0,APARTMENT,755000.0,3,155,True,False,False,True,26.0,False,0.0,0.0,1.0,0.0,False,AS_NEW
48,7889187,1000,Brussels,Brussels Capital,0,APARTMENT,895000.0,3,171,True,False,False,True,38.0,False,0.0,0.0,1.0,0.0,False,AS_NEW
49,7889188,1000,Brussels,Brussels Capital,0,APARTMENT,650000.0,3,1,True,False,False,True,12.0,False,0.0,0.0,1.0,0.0,False,AS_NEW
50,7890191,1050,Brussels,Brussels Capital,0,APARTMENT,1850000.0,4,-1,True,False,False,True,60.0,False,0.0,0.0,300.0,0.0,False,AS_NEW
51,7893355,1080,Brussels,Brussels Capital,0,PENTHOUSE,299000.0,3,1,True,False,False,True,20.0,False,0.0,0.0,140.0,0.0,False,
52,7893794,1200,Brussels,Brussels Capital,0,APARTMENT,299999.0,2,-1,True,False,False,True,5.0,False,0.0,0.0,90.0,0.0,False,TO_BE_DONE_UP
53,7896377,1060,Brussels,Brussels Capital,1,MANSION,635000.0,4,2,True,False,False,False,0.0,True,56.0,138.0,138.0,0.0,False,TO_RENOVATE
54,7897426,1050,Brussels,Brussels Capital,0,DUPLEX,765000.0,3,1,True,False,False,True,30.0,True,100.0,,,2.0,False,
55,7912255,1180,Brussels,Brussels Capital,0,GROUND_FLOOR,1250000.0,4,223,False,False,False,True,45.0,True,282.0,0.0,223.0,0.0,False,
56,7915019,1050,Brussels,Brussels Capital,1,HOUSE,1050000.0,4,359,False,False,True,True,0.0,False,0.0,270.0,270.0,0.0,False,TO_RENOVATE
57,7921662,1090,Brussels,Brussels Capital,1,APARTMENT_BLOCK,3750000.0,34,-1,False,False,False,False,0.0,False,0.0,0.0,2000.0,0.0,False,
58,7925985,1020,Brussels,Brussels Capital,0,APARTMENT,225000.0,2,89,True,False,False,True,7.0,False,0.0,0.0,89.0,0.0,False,AS_NEW
59,7944007,1070,Brussels,Brussels Capital,1,APARTMENT_BLOCK,475000.0,8,4,True,False,False,True,0.0,False,0.0,179.0,179.0,0.0,False,GOOD
60,7946041,1140,Brussels,Brussels Capital,0,APARTMENT,275000.0,3,115,False,False,False,True,0.0,False,,,,3.0,False,
61,7959356,1150,Brussels,Brussels Capital,1,VILLA,2050000.0,5,5,True,False,False,True,80.0,True,480.0,1100.0,74.0,0.0,False,AS_NEW
62,7959358,1150,Brussels,Brussels Capital,1,VILLA,1950000.0,5,8,True,False,False,True,0.0,True,800.0,1100.0,1100.0,0.0,False,AS_NEW
63,7971680,1000,Brussels,Brussels Capital,0,APARTMENT,1950000.0,3,211,True,False,False,True,111.0,False,0.0,0.0,211.0,0.0,False,
64,7976982,1050,Brussels,Brussels Capital,0,APARTMENT,3324000.0,3,8,True,False,False,True,161.0,False,0.0,0.0,308.0,0.0,False,
65,7981366,1050,Brussels,Brussels Capital,0,APARTMENT,850000.0,2,1,True,False,False,True,30.0,False,0.0,0.0,140.0,0.0,False,AS_NEW
66,7983872,1080,Brussels,Brussels Capital,0,APARTMENT,129000.0,1,55,True,False,False,False,0.0,False,,,,2.0,False,
67,7997027,1190,Brussels,Brussels Capital,1,APARTMENT_BLOCK,5200000.0,20,-1,False,False,False,False,0.0,False,0.0,2500.0,2500.0,0.0,False,AS_NEW
68,7999739,1050,Brussels,Brussels Capital,1,MANSION,1790000.0,5,4,True,False,False,True,14.0,False,0.0,293.0,293.0,0.0,False,TO_BE_DONE_UP
69,8008363,1050,Brussels,Brussels Capital,0,APARTMENT,200000.0,1,75,True,False,False,False,0.0,False,0.0,0.0,75.0,0.0,False,AS_NEW
70,8008532,1150,Brussels,Brussels Capital,1,VILLA,1695000.0,7,493,True,False,False,True,20.0,True,1600.0,1773.0,1773.0,0.0,True,GOOD
71,8008613,1000,Brussels,Brussels Capital,0,APARTMENT,395000.0,2,156,True,False,False,True,18.0,False,0.0,0.0,156.0,0.0,False,AS_NEW
72,8027004,1060,Brussels,Brussels Capital,1,APARTMENT_BLOCK,490000.0,5,296,True,False,False,False,0.0,False,0.0,95.0,95.0,0.0,False,GOOD
73,8027451,1050,Brussels,Brussels Capital,0,APARTMENT,850000.0,2,136,True,False,False,True,20.0,False,0.0,0.0,136.0,0.0,False,AS_NEW
74,8035024,1040,Brussels,Brussels Capital,1,APARTMENT_BLOCK,3550000.0,0,-1,False,False,False,False,0.0,False,0.0,0.0,0.0,0.0,False,AS_NEW
75,8036924,1180,Brussels,Brussels Capital,1,HOUSE,2990000.0,4,-1,True,False,False,True,0.0,False,0.0,2700.0,2700.0,0.0,True,AS_NEW
76,8044879,1180,Brussels,Brussels Capital,1,VILLA,2650000.0,3,4,True,False,False,True,0.0,False,0.0,3600.0,3600.0,0.0,True,TO_BE_DONE_UP
77,8047473,1070,Brussels,Brussels Capital,0,GROUND_FLOOR,279000.0,2,116,True,False,False,True,5.0,True,25.0,0.0,116.0,0.0,False,AS_NEW
78,8047495,1070,Brussels,Brussels Capital,0,APARTMENT,320000.0,3,1,True,False,False,True,14.0,False,0.0,0.0,130.0,0.0,False,AS_NEW
79,8048883,1070,Brussels,Brussels Capital,0,DUPLEX,433000.0,4,1,True,False,False,True,14.0,False,0.0,0.0,201.0,0.0,False,
80,8049999,1180,Brussels,Brussels Capital,1,VILLA,2990000.0,5,-1,False,False,True,True,0.0,False,0.0,2700.0,2700.0,0.0,True,AS_NEW
81,8057316,1180,Brussels,Brussels Capital,1,VILLA,3900000.0,5,6,True,False,False,True,0.0,False,0.0,10000.0,10000.0,0.0,False,GOOD
82,8089924,1180,Brussels,Brussels Capital,0,GROUND_FLOOR,850000.0,3,185,False,False,False,True,0.0,False,0.0,0.0,185.0,0.0,False,AS_NEW
83,8091244,1000,Brussels,Brussels Capital,0,DUPLEX,1400000.0,3,-1,True,False,False,True,0.0,False,0.0,0.0,400.0,0.0,False,AS_NEW
84,8100898,1190,Brussels,Brussels Capital,0,PENTHOUSE,315000.0,3,93,True,False,False,True,13.0,False,0.0,0.0,93.0,0.0,False,AS_NEW
85,8104679,1050,Brussels,Brussels Capital,0,APARTMENT,595000.0,3,1,True,False,False,True,7.0,False,0.0,0.0,170.0,0.0,False,AS_NEW
86,8112364,1190,Brussels,Brussels Capital,0,APARTMENT,459000.0,4,187,True,False,False,True,24.0,False,0.0,0.0,187.0,0.0,False,AS_NEW
87,8117071,1020,Brussels,Brussels Capital,1,EXCEPTIONAL_PROPERTY,990000.0,5,494,True,False,False,True,25.0,True,155.0,315.0,63.0,0.0,False,AS_NEW
88,8117205,1140,Brussels,Brussels Capital,1,HOUSE,850000.0,5,5,True,False,False,True,0.0,False,0.0,500.0,500.0,0.0,False,GOOD
89,8119343,1140,Brussels,Brussels Capital,0,APARTMENT,320000.0,2,-1,True,True,False,True,8.0,False,0.0,0.0,80.0,0.0,False,AS_NEW
90,8119869,1030,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,1000000.0,2,4,True,False,False,False,0.0,False,0.0,130.0,130.0,0.0,False,AS_NEW
91,8120083,1090,Brussels,Brussels Capital,0,APARTMENT,195000.0,2,-1,False,False,False,False,0.0,False,0.0,0.0,80.0,0.0,False,GOOD
92,8122926,1200,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,2850000.0,15,-1,True,False,False,True,40.0,False,0.0,1633.0,1633.0,0.0,False,TO_RENOVATE
93,8132668,1050,Brussels,Brussels Capital,0,APARTMENT,1640000.0,3,285,True,True,False,True,0.0,False,0.0,0.0,285.0,0.0,False,AS_NEW
94,8134696,1000,Brussels,Brussels Capital,0,APARTMENT,293000.0,2,-1,True,False,False,True,15.0,False,0.0,0.0,90.0,0.0,False,AS_NEW
95,8134698,1000,Brussels,Brussels Capital,0,APARTMENT,302000.0,2,-1,True,False,False,True,14.0,False,0.0,0.0,90.0,0.0,False,AS_NEW
96,8134701,1000,Brussels,Brussels Capital,0,APARTMENT,316000.0,2,6,True,False,False,True,11.0,False,0.0,0.0,106.0,0.0,False,AS_NEW
97,8134702,1000,Brussels,Brussels Capital,0,APARTMENT,299000.0,2,-1,True,False,False,True,14.0,False,0.0,0.0,100.0,0.0,False,AS_NEW
98,8134703,1000,Brussels,Brussels Capital,0,APARTMENT,311000.0,2,6,True,False,False,True,11.0,False,0.0,0.0,106.0,0.0,False,AS_NEW
99,8134706,1000,Brussels,Brussels Capital,0,APARTMENT,307000.0,2,-1,True,False,False,True,14.0,False,0.0,0.0,100.0,0.0,False,AS_NEW
100,8134711,1000,Brussels,Brussels Capital,0,APARTMENT,327000.0,2,-1,True,False,False,True,14.0,False,0.0,0.0,100.0,0.0,False,AS_NEW
101,8134713,1000,Brussels,Brussels Capital,0,APARTMENT,265000.0,1,76,True,False,False,True,7.0,False,0.0,0.0,76.0,0.0,False,AS_NEW
102,8139404,1000,Brussels,Brussels Capital,0,APARTMENT,312000.0,2,92,True,False,False,True,22.0,False,0.0,0.0,92.0,0.0,False,AS_NEW
103,8139407,1000,Brussels,Brussels Capital,0,APARTMENT,315000.0,2,95,True,False,False,True,7.0,False,0.0,0.0,95.0,0.0,False,AS_NEW
104,8139409,1000,Brussels,Brussels Capital,0,APARTMENT,321000.0,2,95,True,False,False,True,7.0,False,0.0,0.0,95.0,0.0,False,AS_NEW
105,8143679,1030,Brussels,Brussels Capital,0,APARTMENT,1000000.0,4,3,True,False,False,False,0.0,False,0.0,0.0,340.0,0.0,False,GOOD
106,8147946,1000,Brussels,Brussels Capital,0,APARTMENT,255000.0,1,68,True,False,False,True,5.0,False,0.0,0.0,68.0,0.0,False,AS_NEW
107,8157990,1000,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,2375000.0,10,927,True,False,False,True,0.0,False,0.0,183.0,183.0,0.0,False,JUST_RENOVATED
108,8167742,1030,Brussels,Brussels Capital,0,APARTMENT,210000.0,1,97,True,False,False,True,20.0,False,0.0,0.0,97.0,0.0,False,AS_NEW
109,8177369,1090,Brussels,Brussels Capital,0,APARTMENT,190000.0,1,-1,True,False,False,True,2.0,False,0.0,0.0,80.0,0.0,False,AS_NEW
110,8185844,1050,Brussels,Brussels Capital,1,MANSION,1395000.0,5,3,True,False,False,True,0.0,False,0.0,167.0,167.0,0.0,False,GOOD
111,8197874,1180,Brussels,Brussels Capital,1,VILLA,2990000.0,5,-1,True,,,,,,,,2500.0,4.0,,AS_NEW
112,8209389,1000,Brussels,Brussels Capital,0,LOFT,900000.0,4,525,True,False,False,True,25.0,True,70.0,0.0,15.0,0.0,False,AS_NEW
113,8214782,1000,Brussels,Brussels Capital,1,APARTMENT_BLOCK,5585000.0,6,-1,False,False,False,False,0.0,False,0.0,600.0,600.0,0.0,False,JUST_RENOVATED
114,8235637,1180,Brussels,Brussels Capital,0,PENTHOUSE,795000.0,2,1,True,False,False,True,120.0,False,0.0,0.0,170.0,0.0,False,GOOD
115,8240299,1050,Brussels,Brussels Capital,1,MANSION,1650000.0,6,323,True,False,False,True,20.0,False,0.0,222.0,222.0,0.0,False,TO_BE_DONE_UP
116,8243569,1030,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,1100000.0,6,4,True,False,False,True,5.0,False,0.0,130.0,130.0,0.0,False,GOOD
117,8244242,1020,Brussels,Brussels Capital,0,APARTMENT,395000.0,3,147,True,False,False,True,8.0,False,0.0,0.0,7.0,0.0,False,AS_NEW
118,8253022,1000,Brussels,Brussels Capital,0,APARTMENT,850000.0,2,136,True,False,False,True,20.0,False,0.0,0.0,136.0,0.0,False,AS_NEW
119,8262457,1080,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,2500000.0,8,1333,False,False,False,False,0.0,False,0.0,625.0,625.0,0.0,False,
120,8262458,1080,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,1500000.0,0,-1,False,False,False,False,0.0,False,0.0,0.0,1010.0,0.0,False,
121,8264247,1030,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,449000.0,6,6,True,False,False,True,20.0,True,300.0,0.0,24.0,0.0,False,
122,8280954,1150,Brussels,Brussels Capital,0,GROUND_FLOOR,525000.0,2,95,True,False,False,True,25.0,True,111.0,0.0,95.0,0.0,False,AS_NEW
123,8285368,1180,Brussels,Brussels Capital,0,GROUND_FLOOR,1080000.0,2,1,True,False,True,True,120.0,True,100.0,0.0,190.0,0.0,False,AS_NEW
124,8292235,1180,Brussels,Brussels Capital,0,DUPLEX,1495000.0,3,335,True,False,False,True,40.0,True,250.0,0.0,335.0,0.0,False,AS_NEW
125,8295124,1030,Brussels,Brussels Capital,0,APARTMENT,699000.0,2,185,True,True,False,False,0.0,False,0.0,0.0,185.0,0.0,False,GOOD
126,8302738,1190,Brussels,Brussels Capital,0,APARTMENT,240000.0,2,-1,True,False,False,True,8.0,False,0.0,0.0,70.0,0.0,False,
127,8302931,1000,Brussels,Brussels Capital,1,APARTMENT_BLOCK,1975000.0,10,716,True,True,False,True,15.0,False,0.0,0.0,100.0,0.0,False,AS_NEW
128,8308813,1030,Brussels,Brussels Capital,1,APARTMENT_BLOCK,429000.0,4,2,False,False,False,False,0.0,False,0.0,0.0,220.0,0.0,False,TO_BE_DONE_UP
129,8309310,1000,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,1395000.0,3,568,True,False,False,False,0.0,False,0.0,196.0,196.0,0.0,False,JUST_RENOVATED
130,8321226,1070,Brussels,Brussels Capital,1,EXCEPTIONAL_PROPERTY,900000.0,4,525,True,False,False,True,25.0,True,70.0,303.0,303.0,0.0,False,AS_NEW
131,8323487,1000,Brussels,Brussels Capital,0,APARTMENT,317000.0,2,92,True,False,False,True,13.0,False,0.0,0.0,92.0,0.0,False,AS_NEW
132,8323489,1000,Brussels,Brussels Capital,0,APARTMENT,323000.0,2,92,True,False,False,True,13.0,False,0.0,0.0,92.0,0.0,False,AS_NEW
133,8323492,1000,Brussels,Brussels Capital,0,APARTMENT,325000.0,2,95,True,False,False,True,7.0,False,0.0,0.0,95.0,0.0,False,AS_NEW
134,8323493,1000,Brussels,Brussels Capital,0,APARTMENT,256000.0,1,75,True,False,False,True,5.0,False,0.0,0.0,75.0,0.0,False,AS_NEW
135,8323494,1000,Brussels,Brussels Capital,0,APARTMENT,329000.0,2,95,True,False,False,True,7.0,False,0.0,0.0,95.0,0.0,False,AS_NEW
136,8323497,1000,Brussels,Brussels Capital,0,APARTMENT,289000.0,1,75,True,False,False,True,5.0,False,0.0,0.0,75.0,0.0,False,AS_NEW
137,8323503,1000,Brussels,Brussels Capital,0,APARTMENT,370000.0,2,97,True,False,False,True,7.0,False,0.0,0.0,97.0,0.0,False,AS_NEW
138,8323509,1000,Brussels,Brussels Capital,0,APARTMENT,395200.0,2,97,True,False,False,True,7.0,False,0.0,0.0,97.0,0.0,False,AS_NEW
139,8323512,1000,Brussels,Brussels Capital,0,APARTMENT,303600.0,1,75,True,False,False,True,5.0,False,0.0,0.0,75.0,0.0,False,AS_NEW
140,8323515,1000,Brussels,Brussels Capital,0,APARTMENT,277600.0,1,68,True,False,False,True,5.0,False,0.0,0.0,68.0,0.0,False,AS_NEW
141,8323516,1000,Brussels,Brussels Capital,0,APARTMENT,317200.0,1,75,True,False,False,True,5.0,False,0.0,0.0,75.0,0.0,False,AS_NEW
142,8323518,1000,Brussels,Brussels Capital,0,APARTMENT,660000.0,3,143,True,False,False,True,10.0,False,0.0,0.0,143.0,0.0,False,AS_NEW
143,8324512,1040,Brussels,Brussels Capital,0,APARTMENT,950000.0,3,294,True,False,False,False,0.0,False,0.0,0.0,6.0,0.0,False,GOOD
144,8326164,1150,Brussels,Brussels Capital,1,MIXED_USE_BUILDING,999000.0,5,625,False,False,False,True,110.0,True,600.0,999.0,999.0,0.0,False,GOOD
145,8330091,1210,Brussels,Brussels Capital,1,APARTMENT_BLOCK,519000.0,3,2,True,False,False,False,0.0,True,65.0,196.0,196.0,0.0,False,TO_BE_DONE_UP
146,8341658,1050,Brussels,Brussels Capital,0,APARTMENT,980000.0,2,1,True,False,False,True,0.0,False,0.0,0.0,180.0,0.0,False,TO_BE_DONE_UP
147,8342191,1180,Brussels,Brussels Capital,0,PENTHOUSE,1990000.0,3,241,True,False,False,True,170.0,False,0.0,0.0,241.0,0.0,False,
148,8342742,1180,Brussels,Brussels Capital,1,VILLA,1550000.0,6,-1,True,False,False,True,0.0,True,500.0,1100.0,50.0,0.0,False,GOOD
149,8349641,1180,Brussels,Brussels Capital,1,EXCEPTIONAL_PROPERTY,1650000.0,5,4,True,False,False,True,0.0,True,265.0,536.0,536.0,0.0,False,GOOD
150,8354938,1180,Brussels,Brussels Capital,1,EXCEPTIONAL_PROPERTY,837000.0,3,162,True,False,False,True,60.0,True,60.0,210.0,210.0,0.0,False,
151,8359725,1000,Brussels,Brussels Capital,0,APARTMENT,249000.0,1,66,True,False,False,False,0.0,False,0.0,0.0,66.0,0.0,False,JUST_RENOVATED
152,8368896,1000,Brussels,Brussels Capital,0,APARTMENT,1550000.0,3,213,True,False,False,True,39.0,False,0.0,0.0,213.0,0.0,False,AS_NEW
153,8373013,1030,Brussels,Brussels Capital,1,APARTMENT_BLOCK,5929000.0,14,-1,False,False,False,False,0.0,False,0.0,2500.0,2500.0,0.0,False,AS_NEW
154,8375752,1050,Brussels,Brussels Capital,0,APARTMENT,280000.0,2,97,True,False,False,True,0.0,False,0.0,0.0,97.0,0.0,False,TO_BE_DONE_UP
155,8376042,1160,Brussels,Brussels Capital,0,PENTHOUSE,320000.0,1,-1,False,True,False,True,35.0,False,0.0,0.0,50.0,0.0,False,AS_NEW
156,8378687,1000,Brussels,Brussels Capital,0,APARTMENT,250000.0,2,75,False,False,False,False,0.0,True,8.0,,,2.0,False,
157,8384985,1180,Brussels,Brussels Capital,0,APARTMENT,940000.0,3,196,True,False,False,True,29.0,False,0.0,0.0,2.0,0.0,False,JUST_RENOVATED
158,8384997,1050,Brussels,Brussels Capital,1,HOUSE,1650000.0,6,3,True,False,True,True,6.0,False,0.0,222.0,222.0,0.0,False,TO_BE_DONE_UP
159,8385034,1180,Brussels,Brussels Capital,0,APARTMENT,1350000.0,3,228,True,False,True,True,61.0,False,0.0,0.0,228.0,0.0,False,JUST_RENOVATED
160,8385035,1180,Brussels,Brussels Capital,0,APARTMENT,1500000.0,3,2,True,False,True,True,60.0,False,0.0,0.0,220.0,0.0,False,JUST_RENOVATED
161,8385039,1000,Brussels,Brussels Capital,0,APARTMENT,1650000.0,2,1,True,False,False,False,0.0,False,0.0,0.0,160.0,0.0,False,GOOD
162,8385040,1000,Brussels,Brussels Capital,0,APARTMENT,1950000.0,3,185,True,False,False,True,5.0,False,0.0,0.0,185.0,0.0,False,JUST_RENOVATED
163,8385043,1050,Brussels,Brussels Capital,0,APARTMENT,2500000.0,4,277,True,False,True,True,87.0,False,0.0,0.0,277.0,0.0,False,JUST_RENOVATED
164,8385052,1150,Brussels,Brussels Capital,1,HOUSE,5950000.0,6,7,True,False,True,False,0.0,False,0.0,0.0,750.0,0.0,True,JUST_RENOVATED
165,8385057,1050,Brussels,Brussels Capital,0,APARTMENT,3370000.0,3,271,False,False,False,True,132.0,False,0.0,0.0,271.0,0.0,False,JUST_RENOVATED
166,8385060,1050,Brussels,Brussels Capital,0,APARTMENT,1690000.0,3,285,True,False,False,False,0.0,False,0.0,0.0,285.0,0.0,False,AS_NEW
167,8385071,1180,Brussels,Brussels Capital,0,APARTMENT,990000.0,3,223,True,False,True,True,45.0,True,400.0,0.0,223.0,0.0,False,GOOD
168,8385072,1180,Brussels,Brussels Capital,1,VILLA,2650000.0,3,5,False,False,True,True,3.0,False,0.0,3300.0,3300.0,0.0,True,TO_RENOVATE
169,8385092,1180,Brussels,Brussels Capital,0,APARTMENT,1125000.0,2,-1,True,False,True,True,35.0,False,0.0,0.0,20.0,0.0,False,AS_NEW
170,8385109,1050,Brussels,Brussels Capital,1,HOUSE,2190000.0,5,6,True,False,True,True,70.0,True,220.0,0.0,650.0,0.0,False,TO_RENOVATE
171,8387332,1080,Brussels,Brussels Capital,0,APARTMENT,175000.0,1,-1,False,False,False,False,0.0,True,25.0,,,,False,
